log_id,geracao_id,client_id,client_name,workflow_origem,cenario_make,tipo_log,tipo_entrega,mes_referencia,pode_gerar,status_guardrail,motivo_bloqueio,contrato_ativo,tipo_entrega_contratado,dentro_limite_operacional,servico_extra_aprovado,ajuste_manual_autorizado,risco_operacional,status_execucao_gpt,modelo_gpt,tokens_estimados,erro_tecnico,responsavel_operacional,observacao,data_evento,data_criacao
,edc2d9f0-b521-426e-b512-0c6e23de117c,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:21,2026-07-07 14:27:21
,10039545-4c99-4b1c-8635-8ab18dda9bd8,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,anuncio,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:23,2026-07-07 14:27:23
,8e134483-e6e7-4716-9b55-905646757293,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:26,2026-07-07 14:27:26
,d635085c-1096-4c64-9df8-bfd781db7791,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,anuncio,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:29,2026-07-07 14:27:29
,10039545-4c99-4b1c-8635-8ab18dda9bd8,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:31,2026-07-07 14:27:31
,c0fa1bf4-ce59-4f24-ab6c-fca838d237b2,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,anuncio,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:34,2026-07-07 14:27:34
,d635085c-1096-4c64-9df8-bfd781db7791,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:36,2026-07-07 14:27:36
,34591f66-bff5-44fd-93af-1e2efb06e324,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,relatorio,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:39,2026-07-07 14:27:39
,c0fa1bf4-ce59-4f24-ab6c-fca838d237b2,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:41,2026-07-07 14:27:41
,3873f98f-a0f6-4ac0-92c0-2757f3e48ab7,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,planejamento,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:43,2026-07-07 14:27:43
,34591f66-bff5-44fd-93af-1e2efb06e324,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:47,2026-07-07 14:27:47
,8d6c7373-e242-4c7a-8217-ab454c3653d0,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_estatico,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:47,2026-07-07 14:27:47
,3873f98f-a0f6-4ac0-92c0-2757f3e48ab7,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:52,2026-07-07 14:27:52
,19833d26-1f22-44d2-8897-5ea4b25b3235,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:52,2026-07-07 14:27:52
,5365bb4e-2ac1-4957-896e-0bfa307ce689,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:56,2026-07-07 14:27:56
,8d6c7373-e242-4c7a-8217-ab454c3653d0,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:57,2026-07-07 14:27:57
,b1e5d8c6-459a-42e8-9d0a-a284c6f5e460,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:28:01,2026-07-07 14:28:01
,19833d26-1f22-44d2-8897-5ea4b25b3235,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:02,2026-07-07 14:28:02
,6dac24b6-97b4-4c34-a37b-e2cd170a8488,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:28:05,2026-07-07 14:28:05
,5365bb4e-2ac1-4957-896e-0bfa307ce689,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:07,2026-07-07 14:28:07
,49e5f43f-d2fa-428f-b349-8eba63839230,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:28:10,2026-07-07 14:28:10
,b1e5d8c6-459a-42e8-9d0a-a284c6f5e460,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:12,2026-07-07 14:28:12
,badabcac-0f67-4b72-9116-b4106d48c859,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:28:13,2026-07-07 14:28:13
,6dac24b6-97b4-4c34-a37b-e2cd170a8488,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:17,2026-07-07 14:28:17
,529ee330-03f5-473d-8ee2-e2e8a8c9fb91,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:28:18,2026-07-07 14:28:18
,0018dc10-17fd-4ee3-9717-0b25ec16e03f,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_linkedin,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:28:23,2026-07-07 14:28:23
,49e5f43f-d2fa-428f-b349-8eba63839230,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:23,2026-07-07 14:28:23
,badabcac-0f67-4b72-9116-b4106d48c859,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:28,2026-07-07 14:28:28
,529ee330-03f5-473d-8ee2-e2e8a8c9fb91,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:33,2026-07-07 14:28:33
,0018dc10-17fd-4ee3-9717-0b25ec16e03f,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:28:38,2026-07-07 14:28:38
c48c97a7-8944-4e87-bd09-29bec8068e78,FLUXAI_LABS_001-b46de651,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 16:10:38,2026-07-07 16:10:38
ffc54e64-3a97-4f19-b9a1-c20bb6c5b6cb,FLUXAI_LABS_001-b46de651,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 16:12:39,2026-07-07 16:12:39
bbf8485b-34b7-487d-9e8c-d1660b330cad,FLUXAI_LABS_001-5cfb16b0,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 16:43:18,2026-07-07 16:43:18
1f177296-5888-4e51-9eff-c291f12a1811,FLUXAI_LABS_001-5cfb16b0,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 16:43:26,2026-07-07 16:43:26
d6ae43d9-9719-47e4-9693-06b60d8a1abe,FLUXAI_LABS_001-5fafeaa7,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 17:14:02,2026-07-07 17:14:02
78aa3187-8e42-44cd-97b0-bef0e3707c55,FLUXAI_LABS_001-5fafeaa7,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 17:14:11,2026-07-07 17:14:11
db73806e-ef3d-473c-98a7-4617f3eedacc,FLUXAI_LABS_001-f54e3c88,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 17:35:36,2026-07-07 17:35:36
06e4f66a-bc53-426b-9dae-d6fd077ac8ca,FLUXAI_LABS_001-f54e3c88,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 17:35:43,2026-07-07 17:35:43
4afe4283-e0b8-4b3e-a03a-8733bd5c3b39,FLUXAI_LABS_001-f66b45a7,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 17:56:21,2026-07-07 17:56:22
540d4c6c-42e0-499a-bc8d-fb7ed2d5e1af,FLUXAI_LABS_001-f66b45a7,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 17:56:26,2026-07-07 17:56:26
7e3775f3-b039-4789-8f6e-c08553369553,FLUXAI_LABS_001-34ea3117,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 18:13:50,2026-07-07 18:13:50
c6a05118-f372-4730-988f-ee6693c67627,FLUXAI_LABS_001-34ea3117,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 18:13:57,2026-07-07 18:13:57
13870f82-d018-4a6b-964b-dcfa30a4b182,FLUXAI_LABS_001-f96a20db,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 18:30:01,2026-07-07 18:30:01
967230d3-56f9-4942-82a6-9d5653d7aeb2,FLUXAI_LABS_001-f96a20db,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 18:30:10,2026-07-07 18:30:10
